card_id,file,name,element,kind,rarity
unit_v8_storm_14,public/card-art/unit_v8_storm_14.webp,황혼의 전하수호자,storm,unit,common
unit_v8_storm_15,public/card-art/unit_v8_storm_15.webp,고대의 폭뢰대장,storm,unit,common
unit_v8_storm_16,public/card-art/unit_v8_storm_16.webp,불멸의 번개정령,storm,unit,epic
unit_v8_storm_17,public/card-art/unit_v8_storm_17.webp,붕괴의 질풍궁수,storm,unit,common
unit_v8_storm_18,public/card-art/unit_v8_storm_18.webp,검은별의 낙뢰골렘,storm,unit,rare
unit_v8_storm_19,public/card-art/unit_v8_storm_19.webp,백은의 전광기수,storm,unit,epic
unit_v8_storm_20,public/card-art/unit_v8_storm_20.webp,경계의 천뢰군주,storm,unit,common
unit_v8_verdant_01,public/card-art/unit_v8_verdant_01.webp,침묵의 수림기사,verdant,unit,common
unit_v8_verdant_02,public/card-art/unit_v8_verdant_02.webp,망각의 고목현자,verdant,unit,rare
unit_v8_verdant_03,public/card-art/unit_v8_verdant_03.webp,서약의 꽃잎무희,verdant,unit,common
unit_v8_verdant_04,public/card-art/unit_v8_verdant_04.webp,유리빛 덩굴사냥꾼,verdant,unit,common
unit_v8_verdant_05,public/card-art/unit_v8_verdant_05.webp,붉은달의 세계수사제,verdant,unit,epic
unit_v8_verdant_06,public/card-art/unit_v8_verdant_06.webp,심장부의 이끼골렘,verdant,unit,common
unit_v8_verdant_07,public/card-art/unit_v8_verdant_07.webp,황혼의 녹엽궁수,verdant,unit,rare
unit_v8_verdant_08,public/card-art/unit_v8_verdant_08.webp,고대의 수호사슴,verdant,unit,epic
unit_v8_verdant_09,public/card-art/unit_v8_verdant_09.webp,불멸의 꽃가루마도사,verdant,unit,common
unit_v8_verdant_10,public/card-art/unit_v8_verdant_10.webp,붕괴의 뿌리거인,verdant,unit,rare
unit_v8_verdant_11,public/card-art/unit_v8_verdant_11.webp,검은별의 숲의기수,verdant,unit,common
unit_v8_verdant_12,public/card-art/unit_v8_verdant_12.webp,백은의 생명용,verdant,unit,common
unit_v8_verdant_13,public/card-art/unit_v8_verdant_13.webp,경계의 초록늑대,verdant,unit,epic
unit_v8_verdant_14,public/card-art/unit_v8_verdant_14.webp,찬란한 고목파수꾼,verdant,unit,common
unit_v8_verdant_15,public/card-art/unit_v8_verdant_15.webp,유성의 숲빛치유사,verdant,unit,rare
unit_v8_verdant_16,public/card-art/unit_v8_verdant_16.webp,심연의 새싹전사,verdant,unit,epic
unit_v8_verdant_17,public/card-art/unit_v8_verdant_17.webp,왕실의 수액정령,verdant,unit,common
unit_v8_verdant_18,public/card-art/unit_v8_verdant_18.webp,푸른별의 산림집행관,verdant,unit,rare
unit_v8_verdant_19,public/card-art/unit_v8_verdant_19.webp,천공의 비취수호자,verdant,unit,legendary
unit_v8_verdant_20,public/card-art/unit_v8_verdant_20.webp,새벽의 원시군주,verdant,unit,common
unit_v8_void_01,public/card-art/unit_v8_void_01.webp,고대의 균열사냥꾼,void,unit,common
unit_v8_void_02,public/card-art/unit_v8_void_02.webp,불멸의 심연검사,void,unit,epic
unit_v8_void_03,public/card-art/unit_v8_void_03.webp,붕괴의 공허용,void,unit,common
unit_v8_void_04,public/card-art/unit_v8_void_04.webp,검은별의 그림자사제,void,unit,rare
unit_v8_void_05,public/card-art/unit_v8_void_05.webp,백은의 식성포식자,void,unit,epic
unit_v8_void_06,public/card-art/unit_v8_void_06.webp,경계의 균열늑대,void,unit,common
unit_v8_void_07,public/card-art/unit_v8_void_07.webp,찬란한 무명기사,void,unit,rare
unit_v8_void_08,public/card-art/unit_v8_void_08.webp,유성의 흑성마도사,void,unit,common
unit_v8_void_09,public/card-art/unit_v8_void_09.webp,심연의 심연거인,void,unit,common
unit_v8_void_10,public/card-art/unit_v8_void_10.webp,왕실의 그림자궁수,void,unit,epic
unit_v8_void_11,public/card-art/unit_v8_void_11.webp,푸른별의 소멸기수,void,unit,common
unit_v8_void_12,public/card-art/unit_v8_void_12.webp,천공의 공허수확자,void,unit,rare
unit_v8_void_13,public/card-art/unit_v8_void_13.webp,새벽의 검은세라프,void,unit,epic
unit_v8_void_14,public/card-art/unit_v8_void_14.webp,침묵의 차원포병,void,unit,common
unit_v8_void_15,public/card-art/unit_v8_void_15.webp,망각의 무저갱수호자,void,unit,rare
unit_v8_void_16,public/card-art/unit_v8_void_16.webp,서약의 밤의집행관,void,unit,legendary
unit_v8_void_17,public/card-art/unit_v8_void_17.webp,유리빛 균열정령,void,unit,common
unit_v8_void_18,public/card-art/unit_v8_void_18.webp,붉은달의 흑월무희,void,unit,rare
unit_v8_void_19,public/card-art/unit_v8_void_19.webp,심장부의 공허군주,void,unit,common
unit_v8_void_20,public/card-art/unit_v8_void_20.webp,황혼의 경계파괴자,void,unit,rare
unit_v8_neutral_01,public/card-art/unit_v8_neutral_01.webp,유성의 성철기사,neutral,unit,rare
unit_v8_neutral_02,public/card-art/unit_v8_neutral_02.webp,심연의 수정파수꾼,neutral,unit,epic
unit_v8_neutral_03,public/card-art/unit_v8_neutral_03.webp,왕실의 기계궁수,neutral,unit,common
unit_v8_neutral_04,public/card-art/unit_v8_neutral_04.webp,푸른별의 합금골렘,neutral,unit,rare
unit_v8_neutral_05,public/card-art/unit_v8_neutral_05.webp,천공의 프리즘술사,neutral,unit,common
unit_v8_neutral_06,public/card-art/unit_v8_neutral_06.webp,새벽의 백금수호자,neutral,unit,common
unit_v8_neutral_07,public/card-art/unit_v8_neutral_07.webp,침묵의 기어기병,neutral,unit,epic
unit_v8_neutral_08,public/card-art/unit_v8_neutral_08.webp,망각의 수정용,neutral,unit,common
unit_v8_neutral_09,public/card-art/unit_v8_neutral_09.webp,서약의 시계장치사제,neutral,unit,rare
unit_v8_neutral_10,public/card-art/unit_v8_neutral_10.webp,유리빛 철갑거인,neutral,unit,epic
unit_v8_neutral_11,public/card-art/unit_v8_neutral_11.webp,붉은달의 기계늑대,neutral,unit,common
unit_v8_neutral_12,public/card-art/unit_v8_neutral_12.webp,심장부의 프리즘무희,neutral,unit,rare
unit_v8_neutral_13,public/card-art/unit_v8_neutral_13.webp,황혼의 합금집행관,neutral,unit,legendary
unit_v8_neutral_14,public/card-art/unit_v8_neutral_14.webp,고대의 기계포병,neutral,unit,common
unit_v8_neutral_15,public/card-art/unit_v8_neutral_15.webp,불멸의 수정사냥꾼,neutral,unit,rare
unit_v8_neutral_16,public/card-art/unit_v8_neutral_16.webp,붕괴의 성철군주,neutral,unit,common
unit_v8_neutral_17,public/card-art/unit_v8_neutral_17.webp,검은별의 기어수호병,neutral,unit,rare
unit_v8_neutral_18,public/card-art/unit_v8_neutral_18.webp,백은의 결정정령,neutral,unit,epic
unit_v8_neutral_19,public/card-art/unit_v8_neutral_19.webp,경계의 백은검사,neutral,unit,common
unit_v8_neutral_20,public/card-art/unit_v8_neutral_20.webp,찬란한 자동기대장,neutral,unit,rare
spell_v8_solar_01,public/card-art/spell_v8_solar_01.webp,새벽의 태양섬광,solar,spell,epic
spell_v8_solar_02,public/card-art/spell_v8_solar_02.webp,황혼의 홍련폭발,solar,spell,common
spell_v8_solar_03,public/card-art/spell_v8_solar_03.webp,찬란한 성광축복,solar,spell,rare
spell_v8_solar_04,public/card-art/spell_v8_solar_04.webp,침묵의 여명검무,solar,spell,legendary
spell_v8_solar_05,public/card-art/spell_v8_solar_05.webp,고대의 백열충격,solar,spell,common
spell_v8_solar_06,public/card-art/spell_v8_solar_06.webp,유성의 성화의맹세,solar,spell,rare
spell_v8_solar_07,public/card-art/spell_v8_solar_07.webp,망각의 태양창,solar,spell,common
spell_v8_solar_08,public/card-art/spell_v8_solar_08.webp,불멸의 광휘폭풍,solar,spell,rare
spell_v8_solar_09,public/card-art/spell_v8_solar_09.webp,심연의 불꽃재생,solar,spell,epic
spell_v8_solar_10,public/card-art/spell_v8_solar_10.webp,서약의 성역선고,solar,spell,common
spell_v8_lunar_01,public/card-art/spell_v8_lunar_01.webp,찬란한 월광치유,lunar,spell,legendary
spell_v8_lunar_02,public/card-art/spell_v8_lunar_02.webp,침묵의 초승절단,lunar,spell,common
spell_v8_lunar_03,public/card-art/spell_v8_lunar_03.webp,고대의 몽환장막,lunar,spell,rare
spell_v8_lunar_04,public/card-art/spell_v8_lunar_04.webp,유성의 은월파동,lunar,spell,common
spell_v8_lunar_05,public/card-art/spell_v8_lunar_05.webp,망각의 거울반사,lunar,spell,rare
spell_v8_lunar_06,public/card-art/spell_v8_lunar_06.webp,불멸의 별잠의계시,lunar,spell,epic
spell_v8_lunar_07,public/card-art/spell_v8_lunar_07.webp,심연의 월식정화,lunar,spell,common
spell_v8_lunar_08,public/card-art/spell_v8_lunar_08.webp,서약의 서리달빛,lunar,spell,rare
spell_v8_lunar_09,public/card-art/spell_v8_lunar_09.webp,붕괴의 꿈결도약,lunar,spell,legendary
spell_v8_lunar_10,public/card-art/spell_v8_lunar_10.webp,왕실의 백야회복,lunar,spell,common
spell_v8_storm_01,public/card-art/spell_v8_storm_01.webp,고대의 연쇄낙뢰,storm,spell,common
spell_v8_storm_02,public/card-art/spell_v8_storm_02.webp,유성의 천둥창,storm,spell,rare
spell_v8_storm_03,public/card-art/spell_v8_storm_03.webp,망각의 전류폭주,storm,spell,epic
spell_v8_storm_04,public/card-art/spell_v8_storm_04.webp,불멸의 폭풍도약,storm,spell,common
spell_v8_storm_05,public/card-art/spell_v8_storm_05.webp,심연의 뇌운폭발,storm,spell,rare
spell_v8_storm_06,public/card-art/spell_v8_storm_06.webp,서약의 자기장붕괴,storm,spell,legendary
spell_v8_storm_07,public/card-art/spell_v8_storm_07.webp,붕괴의 질풍가속,storm,spell,common
spell_v8_storm_08,public/card-art/spell_v8_storm_08.webp,왕실의 전격충전,storm,spell,rare
spell_v8_storm_09,public/card-art/spell_v8_storm_09.webp,유리빛 낙뢰심판,storm,spell,common
spell_v8_storm_10,public/card-art/spell_v8_storm_10.webp,검은별의 천뢰공명,storm,spell,common
spell_v8_verdant_01,public/card-art/spell_v8_verdant_01.webp,망각의 급속성장,verdant,spell,common
spell_v8_verdant_02,public/card-art/spell_v8_verdant_02.webp,불멸의 세계수축복,verdant,spell,rare
spell_v8_verdant_03,public/card-art/spell_v8_verdant_03.webp,심연의 덩굴폭발,verdant,spell,legendary
spell_v8_verdant_04,public/card-art/spell_v8_verdant_04.webp,서약의 생명순환,verdant,spell,common
spell_v8_verdant_05,public/card-art/spell_v8_verdant_05.webp,붕괴의 꽃잎폭풍,verdant,spell,rare
spell_v8_verdant_06,public/card-art/spell_v8_verdant_06.webp,왕실의 뿌리봉쇄,verdant,spell,common
spell_v8_verdant_07,public/card-art/spell_v8_verdant_07.webp,유리빛 숲의회복,verdant,spell,common
spell_v8_verdant_08,public/card-art/spell_v8_verdant_08.webp,검은별의 비취성장,verdant,spell,epic
spell_v8_verdant_09,public/card-art/spell_v8_verdant_09.webp,푸른별의 수액재생,verdant,spell,common
spell_v8_verdant_10,public/card-art/spell_v8_verdant_10.webp,붉은달의 원시각성,verdant,spell,rare
spell_v8_void_01,public/card-art/spell_v8_void_01.webp,심연의 공허창,void,spell,common
spell_v8_void_02,public/card-art/spell_v8_void_02.webp,서약의 균열붕괴,void,spell,rare
spell_v8_void_03,public/card-art/spell_v8_void_03.webp,붕괴의 심연흡수,void,spell,common
spell_v8_void_04,public/card-art/spell_v8_void_04.webp,왕실의 그림자폭발,void,spell,common
spell_v8_void_05,public/card-art/spell_v8_void_05.webp,유리빛 차원절단,void,spell,epic
spell_v8_void_06,public/card-art/spell_v8_void_06.webp,검은별의 소멸파동,void,spell,common
spell_v8_void_07,public/card-art/spell_v8_void_07.webp,푸른별의 무의선고,void,spell,rare
spell_v8_void_08,public/card-art/spell_v8_void_08.webp,붉은달의 흑성침식,void,spell,epic
spell_v8_void_09,public/card-art/spell_v8_void_09.webp,백은의 경계파열,void,spell,common
spell_v8_void_10,public/card-art/spell_v8_void_10.webp,천공의 심연귀환,void,spell,rare
spell_v8_neutral_01,public/card-art/spell_v8_neutral_01.webp,붕괴의 수정증폭,neutral,spell,common
spell_v8_neutral_02,public/card-art/spell_v8_neutral_02.webp,왕실의 기계가속,neutral,spell,epic
spell_v8_neutral_03,public/card-art/spell_v8_neutral_03.webp,유리빛 프리즘장막,neutral,spell,common
spell_v8_neutral_04,public/card-art/spell_v8_neutral_04.webp,검은별의 철갑강화,neutral,spell,rare
spell_v8_neutral_05,public/card-art/spell_v8_neutral_05.webp,푸른별의 성철충격,neutral,spell,epic
spell_v8_neutral_06,public/card-art/spell_v8_neutral_06.webp,붉은달의 시계역행,neutral,spell,common
spell_v8_neutral_07,public/card-art/spell_v8_neutral_07.webp,백은의 기어재구성,neutral,spell,rare
spell_v8_neutral_08,public/card-art/spell_v8_neutral_08.webp,천공의 결정폭발,neutral,spell,common
spell_v8_neutral_09,public/card-art/spell_v8_neutral_09.webp,심장부의 합금보강,neutral,spell,common
spell_v8_neutral_10,public/card-art/spell_v8_neutral_10.webp,경계의 프리즘통찰,neutral,spell,rare
trap_v8_solar_01,public/card-art/trap_v8_solar_01.webp,새벽의 성화반격,solar,trap,rare
trap_v8_solar_02,public/card-art/trap_v8_solar_02.webp,찬란한 광휘방벽,solar,trap,common
trap_v8_solar_03,public/card-art/trap_v8_solar_03.webp,고대의 홍련역습,solar,trap,common
trap_v8_solar_04,public/card-art/trap_v8_solar_04.webp,망각의 태양심판,solar,trap,rare
trap_v8_solar_05,public/card-art/trap_v8_solar_05.webp,심연의 여명매복,solar,trap,common
trap_v8_solar_06,public/card-art/trap_v8_solar_06.webp,붕괴의 성검봉인,solar,trap,rare
trap_v8_solar_07,public/card-art/trap_v8_solar_07.webp,유리빛 불꽃보복,solar,trap,epic
trap_v8_solar_08,public/card-art/trap_v8_solar_08.webp,푸른별의 성역결계,solar,trap,common
trap_v8_lunar_01,public/card-art/trap_v8_lunar_01.webp,황혼의 거울장막,lunar,trap,rare
trap_v8_lunar_02,public/card-art/trap_v8_lunar_02.webp,침묵의 월영봉인,lunar,trap,common
trap_v8_lunar_03,public/card-art/trap_v8_lunar_03.webp,유성의 몽환덫,lunar,trap,rare
trap_v8_lunar_04,public/card-art/trap_v8_lunar_04.webp,불멸의 초승반격,lunar,trap,epic
trap_v8_lunar_05,public/card-art/trap_v8_lunar_05.webp,서약의 은월미궁,lunar,trap,common
trap_v8_lunar_06,public/card-art/trap_v8_lunar_06.webp,왕실의 꿈결방벽,lunar,trap,rare
trap_v8_lunar_07,public/card-art/trap_v8_lunar_07.webp,검은별의 달빛역전,lunar,trap,legendary
trap_v8_lunar_08,public/card-art/trap_v8_lunar_08.webp,붉은달의 백야봉인,lunar,trap,common
trap_v8_storm_01,public/card-art/trap_v8_storm_01.webp,찬란한 폭풍감옥,storm,trap,epic
trap_v8_storm_02,public/card-art/trap_v8_storm_02.webp,고대의 낙뢰덫,storm,trap,common
trap_v8_storm_03,public/card-art/trap_v8_storm_03.webp,망각의 전류반격,storm,trap,rare
trap_v8_storm_04,public/card-art/trap_v8_storm_04.webp,심연의 천둥봉쇄,storm,trap,legendary
trap_v8_storm_05,public/card-art/trap_v8_storm_05.webp,붕괴의 질풍역전,storm,trap,common
trap_v8_storm_06,public/card-art/trap_v8_storm_06.webp,유리빛 전격매복,storm,trap,rare
trap_v8_storm_07,public/card-art/trap_v8_storm_07.webp,푸른별의 뇌광장벽,storm,trap,common
trap_v8_storm_08,public/card-art/trap_v8_storm_08.webp,백은의 자기장함정,storm,trap,rare
trap_v8_verdant_01,public/card-art/trap_v8_verdant_01.webp,침묵의 가시덫,verdant,trap,legendary
trap_v8_verdant_02,public/card-art/trap_v8_verdant_02.webp,유성의 뿌리속박,verdant,trap,common
trap_v8_verdant_03,public/card-art/trap_v8_verdant_03.webp,불멸의 꽃잎반격,verdant,trap,rare
trap_v8_verdant_04,public/card-art/trap_v8_verdant_04.webp,서약의 숲의매복,verdant,trap,common
trap_v8_verdant_05,public/card-art/trap_v8_verdant_05.webp,왕실의 세계수방벽,verdant,trap,rare
trap_v8_verdant_06,public/card-art/trap_v8_verdant_06.webp,검은별의 이끼봉인,verdant,trap,epic
trap_v8_verdant_07,public/card-art/trap_v8_verdant_07.webp,붉은달의 생명역전,verdant,trap,common
trap_v8_verdant_08,public/card-art/trap_v8_verdant_08.webp,천공의 덩굴감옥,verdant,trap,rare
trap_v8_void_01,public/card-art/trap_v8_void_01.webp,고대의 무의지평선,void,trap,common
trap_v8_void_02,public/card-art/trap_v8_void_02.webp,망각의 균열매복,void,trap,rare
trap_v8_void_03,public/card-art/trap_v8_void_03.webp,심연의 심연봉인,void,trap,epic
trap_v8_void_04,public/card-art/trap_v8_void_04.webp,붕괴의 그림자역습,void,trap,common
trap_v8_void_05,public/card-art/trap_v8_void_05.webp,유리빛 공허장벽,void,trap,rare
trap_v8_void_06,public/card-art/trap_v8_void_06.webp,푸른별의 차원덫,void,trap,epic
trap_v8_void_07,public/card-art/trap_v8_void_07.webp,백은의 소멸반격,void,trap,common
trap_v8_void_08,public/card-art/trap_v8_void_08.webp,심장부의 흑성결계,void,trap,rare
trap_v8_neutral_01,public/card-art/trap_v8_neutral_01.webp,유성의 수정반전,neutral,trap,common
trap_v8_neutral_02,public/card-art/trap_v8_neutral_02.webp,불멸의 프리즘봉인,neutral,trap,rare
trap_v8_neutral_03,public/card-art/trap_v8_neutral_03.webp,서약의 성철방벽,neutral,trap,epic
trap_v8_neutral_04,public/card-art/trap_v8_neutral_04.webp,왕실의 기계매복,neutral,trap,common
trap_v8_neutral_05,public/card-art/trap_v8_neutral_05.webp,검은별의 합금역전,neutral,trap,rare
trap_v8_neutral_06,public/card-art/trap_v8_neutral_06.webp,붉은달의 기어함정,neutral,trap,common
trap_v8_neutral_07,public/card-art/trap_v8_neutral_07.webp,천공의 결정결계,neutral,trap,common
trap_v8_neutral_08,public/card-art/trap_v8_neutral_08.webp,경계의 자동기반격,neutral,trap,epic
fusion_v8_01,public/card-art/fusion_v8_01.webp,천식 공명룡,solar,fusion,legendary
fusion_v8_02,public/card-art/fusion_v8_02.webp,성뢰 합금거신,storm,fusion,epic
fusion_v8_03,public/card-art/fusion_v8_03.webp,세계근원 환수,verdant,fusion,epic
fusion_v8_04,public/card-art/fusion_v8_04.webp,홍뢰 성창황,solar,fusion,epic
fusion_v8_05,public/card-art/fusion_v8_05.webp,월식 심연마녀,void,fusion,legendary
fusion_v8_06,public/card-art/fusion_v8_06.webp,비취 프리즘수,verdant,fusion,epic
fusion_v8_07,public/card-art/fusion_v8_07.webp,쌍월 태양기사,solar,fusion,epic
fusion_v8_08,public/card-art/fusion_v8_08.webp,풍림 천공룡,storm,fusion,epic
fusion_v8_09,public/card-art/fusion_v8_09.webp,무광 수정군주,void,fusion,legendary
fusion_v8_10,public/card-art/fusion_v8_10.webp,성림 불멸수,solar,fusion,epic
fusion_v8_11,public/card-art/fusion_v8_11.webp,월뢰 환상기사,lunar,fusion,epic
fusion_v8_12,public/card-art/fusion_v8_12.webp,심록 포식화,verdant,fusion,epic
fusion_v8_13,public/card-art/fusion_v8_13.webp,은정 기계성녀,neutral,fusion,legendary
fusion_v8_14,public/card-art/fusion_v8_14.webp,태양성철 황제,solar,fusion,epic
fusion_v8_15,public/card-art/fusion_v8_15.webp,폭허 차원수,storm,fusion,epic
fusion_v8_16,public/card-art/fusion_v8_16.webp,월림 꿈결현자,lunar,fusion,epic
fusion_v8_17,public/card-art/fusion_v8_17.webp,결정심연 집행자,neutral,fusion,legendary
fusion_v8_18,public/card-art/fusion_v8_18.webp,일식 공명황,solar,fusion,epic
fusion_v8_19,public/card-art/fusion_v8_19.webp,뇌월 천공세라프,storm,fusion,epic
fusion_v8_20,public/card-art/fusion_v8_20.webp,녹광 태양신수,verdant,fusion,legendary
evolution_v8_01,public/card-art/evolution_v8_01.webp,태양계승 성검기사 황,solar,evolution,epic
evolution_v8_02,public/card-art/evolution_v8_02.webp,월영계승 몽환사제 오버로드,lunar,evolution,epic
evolution_v8_03,public/card-art/evolution_v8_03.webp,폭풍계승 폭풍매 아크,storm,evolution,epic
evolution_v8_04,public/card-art/evolution_v8_04.webp,세계수계승 덩굴사냥꾼 프라임,verdant,evolution,epic
evolution_v8_05,public/card-art/evolution_v8_05.webp,공허계승 식성포식자 레퀴엠,void,evolution,epic
evolution_v8_06,public/card-art/evolution_v8_06.webp,성철계승 백금수호자 이터널,neutral,evolution,legendary
evolution_v8_07,public/card-art/evolution_v8_07.webp,태양계승 화염용 노바,solar,evolution,epic
evolution_v8_08,public/card-art/evolution_v8_08.webp,월영계승 월식사냥꾼 제로,lunar,evolution,epic
evolution_v8_09,public/card-art/evolution_v8_09.webp,폭풍계승 전류포병 황,storm,evolution,epic
evolution_v8_10,public/card-art/evolution_v8_10.webp,세계수계승 뿌리거인 오버로드,verdant,evolution,epic
evolution_v8_11,public/card-art/evolution_v8_11.webp,공허계승 소멸기수 아크,void,evolution,epic
evolution_v8_12,public/card-art/evolution_v8_12.webp,성철계승 프리즘무희 프라임,neutral,evolution,legendary
evolution_v8_13,public/card-art/evolution_v8_13.webp,태양계승 홍련늑대 레퀴엠,solar,evolution,epic
evolution_v8_14,public/card-art/evolution_v8_14.webp,월영계승 월궁수호자 이터널,lunar,evolution,epic
evolution_v8_15,public/card-art/evolution_v8_15.webp,폭풍계승 폭뢰대장 노바,storm,evolution,epic
evolution_v8_16,public/card-art/evolution_v8_16.webp,세계수계승 새싹전사 제로,verdant,evolution,epic
evolution_v8_17,public/card-art/evolution_v8_17.webp,공허계승 균열정령 황,void,evolution,epic
evolution_v8_18,public/card-art/evolution_v8_18.webp,성철계승 결정정령 오버로드,neutral,evolution,legendary
evolution_v8_19,public/card-art/evolution_v8_19.webp,태양계승 화관수호수 아크,solar,evolution,epic
evolution_v8_20,public/card-art/evolution_v8_20.webp,월영계승 꿈의기록자 프라임,lunar,evolution,legendary
